line,section_name,section_artist,song_name,artist_name,song_lyrics_url,album,track_number,album_year
"If I could hit the notes, I'd blow somethin' as long as my father",Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"To show her how I feel about her, how proud I am that I got her",Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"God, I'm a daddy, I'm so glad that her mom didn't *reh tnaw*",Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"Now, you probably get this picture from my public persona",Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
That I'm a pistol-packin' drug addict who bags on his momma,Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
But I wanna just take this time out to be perfectly honest,Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
‘Cause there's a lot of shit I keep bottled that hurts deep inside of my soul,Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
And just know that I grow colder the older I grow,Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
This boulder on my shoulder gets heavy and harder to hold,Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
And this load is like the weight of the world and I think my neck is breakin',Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
Should I just give up or try to live up to these expectations?,Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"Now look, I love my daughter more than life in itself",Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
But I got a wife that's determined to make my life livin' hell,Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"But I handle it well, given the circumstances I'm dealt",Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"So many chances, man, it's too bad, coulda had someone else",Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
But the years that I've wasted is nothin' to the tears that I've tasted,Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"So here's what I'm facin': three felonies, six years of probation",Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"I've went to jail for this woman, I've been to bat for this woman",Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"I've taken bats to people's backs, bent over backwards for this woman",Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"Man, I shoulda seen it comin', what'd I stick my penis up in?",Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
Wouldn't have ripped the prenup up if I'da seen what she was fuckin',Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"But fuck it, it's over, there's no more reason to cry no more",Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"I got my baby, maybe, the only lady that I adore",Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"Hailie! So sayonara, try tomorrow, nice to know ya",Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
Our baby's traveled back to the arms of her rightful owner,Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
And suddenly it seems like my shoulder blades have just shifted,Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"It's like the greatest gift you can get, the weight has been lifted, and—",Verse 3,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
Now it don't feel like the world's on my shoulders,Chorus 2,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
Everyone's leanin' on me,Chorus 2,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
‘Cause my baby knows that her daddy's a soldier,Chorus 2,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
Nothin' can take her from me,Chorus 2,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
Wooo! Told you I can't sing,Outro,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"Oh, well—I tried",Outro,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"Hailie, 'member when I said",Outro,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"If you ever need anything, Daddy would be right there?",Outro,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
Guess what—Daddy's here,Outro,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"And I ain't goin' nowhere, baby",Outro,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
I love you (​​*smooch*)​​,Outro,Eminem,Hailie’s Song,Eminem,https://genius.com/Eminem-hailies-song-lyrics,The Eminem Show,14,2002-05-26
"""This motherfucker, man...""","""Ain't Nuttin' But Music"" by D12 plays in the background",Eminem,Steve Berman (Skit) [2002],Eminem,https://genius.com/Eminem-steve-berman-skit-2002-lyrics,The Eminem Show,15,2002-05-26
"""It's ridiculous, I can't believe it!—Oh, hold on a minute. Em...""",Eminem sighs and the door opens.,Eminem,Steve Berman (Skit) [2002],Eminem,https://genius.com/Eminem-steve-berman-skit-2002-lyrics,The Eminem Show,15,2002-05-26
"""What up?""",Eminem sighs and the door opens.,Eminem,Steve Berman (Skit) [2002],Eminem,https://genius.com/Eminem-steve-berman-skit-2002-lyrics,The Eminem Show,15,2002-05-26
"""Have a seat. Dre, I'll call you back.""",Eminem sighs and the door opens.,Eminem,Steve Berman (Skit) [2002],Eminem,https://genius.com/Eminem-steve-berman-skit-2002-lyrics,The Eminem Show,15,2002-05-26
"""What now?""",Steve hangs up the phone.,Eminem,Steve Berman (Skit) [2002],Eminem,https://genius.com/Eminem-steve-berman-skit-2002-lyrics,The Eminem Show,15,2002-05-26
"""I don't even know where to start...""",Steve hangs up the phone.,Eminem,Steve Berman (Skit) [2002],Eminem,https://genius.com/Eminem-steve-berman-skit-2002-lyrics,The Eminem Show,15,2002-05-26
"""Okay...?""",Steve hangs up the phone.,Eminem,Steve Berman (Skit) [2002],Eminem,https://genius.com/Eminem-steve-berman-skit-2002-lyrics,The Eminem Show,15,2002-05-26
"""I got the album from upstairs...""",Steve hangs up the phone.,Eminem,Steve Berman (Skit) [2002],Eminem,https://genius.com/Eminem-steve-berman-skit-2002-lyrics,The Eminem Show,15,2002-05-26
"""And...""",Steve hangs up the phone.,Eminem,Steve Berman (Skit) [2002],Eminem,https://genius.com/Eminem-steve-berman-skit-2002-lyrics,The Eminem Show,15,2002-05-26
"""And this, is by far, the most...""",Steve hangs up the phone.,Eminem,Steve Berman (Skit) [2002],Eminem,https://genius.com/Eminem-steve-berman-skit-2002-lyrics,The Eminem Show,15,2002-05-26
"""...incredible thing... I've ever... heard...""",Eminem cocks a gun and shoots at Steve.,Eminem,Steve Berman (Skit) [2002],Eminem,https://genius.com/Eminem-steve-berman-skit-2002-lyrics,The Eminem Show,15,2002-05-26
"Music, reality",Intro,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
Sometimes it's hard to tell the difference,Intro,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
But we as entertainers,Intro,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
Have a responsibility to these kids,Intro,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
Psych!,Intro,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"If I were to die, murdered in cold blood tomorrow",Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Would you feel sorrow, or show love? Or would it matter?",Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
Could never be the lead-off batter,Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"If there ain't shit for me to feed off, I'm see-saw battlin'",Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
But there's way too much at stake for me to be fake,Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"There's too much on my plate, I done came way",Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
Too far in this game to turn and walk away,Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
And not say what I got to say,Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"What the fuck you take me for, a joke? You smokin' crack?",Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"'Fore I do that, I'd beg Mariah to take me back",Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"I'll get up 'fore I get down, run myself in the ground",Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
'Fore I put some wack shit out,Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
I'm tryna smack this one out the park: five-thousand mark,Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
Y'all steady tryna drown a shark; ain't gon' do nothin' but piss me off,Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Lid to the can of whip-ass, just twist me off",Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"See me leap out, pull a piece out",Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Fuck shootin', I'm just tryna knock his teeth out",Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Fuck with me now, bitch; let's see you freestyle",Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Talk is cheap, motherfucker, if you really feelin' froggish, leap",Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Yo, Slim, you gon' let him get away with that?",Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"He tried to play you, you can't let him skate with that",Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Man, I hate this crap, this ain't rap",Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"This is crazy, the way we act when we confuse hip-hop",Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
With real life when the music stops,Verse 1,Eminem,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Ain't no gettin' rid of McVay, if so, you would've tried",Verse 2,Swifty McVay,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
The only way I'm leavin' this bitch is suicide,Verse 2,Swifty McVay,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
I have died clinically; arrived back at my enemies',Verse 2,Swifty McVay,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Crib with Hennessy, got drunk then I finished he",Verse 2,Swifty McVay,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
I'm every nigga's favorite archenemy,Verse 2,Swifty McVay,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
Physically fitted to be the most dangerous nigga with beef,Verse 2,Swifty McVay,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"I spark willingly, with a Dillinger",Verse 2,Swifty McVay,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"In the dark, diligently, I'm not what you think",Verse 2,Swifty McVay,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"I appear to be fucked up, mentally endangered",Verse 2,Swifty McVay,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
I can't stay away from a razor,Verse 2,Swifty McVay,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"I just want my face in a paper, I wish a nigga had a grenade",Verse 2,Swifty McVay,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
To squeeze tight to awake neighbors for acres,Verse 2,Swifty McVay,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
I'll murder you; I gauge and have me turn into,Verse 2,Swifty McVay,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"A mad man, Son of Sam; bitch, I'm surgical",Verse 2,Swifty McVay,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
I'm allergic to dyin' – you think not?,Verse 2,Swifty McVay,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"You got balls? We can see how large, when the music stops",Verse 2,Swifty McVay,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
I was happy havin' a deal at first,Verse 3,Kon Artis,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Thought money would make me happy, but it only made my pain worse",Verse 3,Kon Artis,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"It hurts when you see your friends turn their back on you, dawg",Verse 3,Kon Artis,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
And you ain't got nothin' left but your word and your balls,Verse 3,Kon Artis,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
And you're stressed from the calls of your new friends,Verse 3,Kon Artis,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Beggin' with their hands out, checkin' for your record when it's sellin'",Verse 3,Kon Artis,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"When it ain't, that's the end: no laughs, no friends",Verse 3,Kon Artis,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"No girls, just the gin you drink 'til your car spin",Verse 3,Kon Artis,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"You think, ""Damn!"" when you slam into the wall and you fall",Verse 3,Kon Artis,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
Out the car and try to crawl with one arm,Verse 3,Kon Artis,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
I'm 'bout to lose it all in a pool of alcohol,Verse 3,Kon Artis,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"If my funeral's tomorrow, wonder would they even call? When the music stops",Verse 3,Kon Artis,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Let's see how many of your men loyal, when I pull up",Verse 4,Kuniva,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Lookin' for you with a pistol, sippin' a can of Pennzoil",Verse 4,Kuniva,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
I'm revved up; who said what? When lead bust,Verse 4,Kuniva,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Your head just explode with red stuff, I'm handcuffed",Verse 4,Kuniva,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Tossed in the paddy-wagon, braggin' about",Verse 4,Kuniva,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"How you shouted like a coward, bullets devoured you, showered you niggas",Verse 4,Kuniva,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"If I was you niggas, I'd run while given a chance",Verse 4,Kuniva,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Understand, I can enhance the spirit of man",Verse 4,Kuniva,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Death itself, it can't hurt me,  just the thought of dyin'",Verse 4,Kuniva,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Alone that really irks me, you ain't worthy",Verse 4,Kuniva,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"To speak thoughts of cheap talk, be smart",Verse 4,Kuniva,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
And stop tryna walk how Gs walk before we spark,Verse 4,Kuniva,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
Hug the floor while we playin' tug-of-war wit' your life,Verse 4,Kuniva,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Fuck a tour and a mic, I'd rather fuck a whore with a knife",Verse 4,Kuniva,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
Deliver that shit that coroners like you hype,Verse 4,Kuniva,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Poppin' shit in broad daylight, nigga, you're a goner at night",Verse 4,Kuniva,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
When the music stops,Verse 4,Kuniva,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
Instigators turn pits in cages,Verse 5,Proof,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
Let loose and bit the neighbors; wrist to razors,Verse 5,Proof,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Y'all don't want war, y'all want talk",Verse 5,Proof,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"In the dark, my dogs all bark, like, ""Woof!""",Verse 5,Proof,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Proof, nigga, I'm a wolf",Verse 5,Proof,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Get your whole roof caved in, like reindeer hoofs",Verse 5,Proof,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Stomp the booth, shake the floor tiles loose",Verse 5,Proof,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"The more y'all breathe, shit, the more I moves",Verse 5,Proof,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
It's Hill Street: this is hardcore blues,Verse 5,Proof,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Put a gun to rap, check in all our dues (Nigga)",Verse 5,Proof,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Or make the news, bet you all y'all move",Verse 5,Proof,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"When the Uzi pop, you better drop, when the music stop",Verse 5,Proof,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
Music has changed my life in so many ways,Verse 6,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Brain's confused, been fucked since the 5th grade",Verse 6,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
LL told me to rock the bells,Verse 6,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"N.W.A said ""Fuck the Police,"" now I'm in jail",Verse 6,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
'93 was strictly R&B,Verse 6,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Fucked up haircut, listened to Jodeci",Verse 6,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
Michael Jackson – who gon' tell me I ain't Mike?,Verse 6,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Ass cheeks painted white, fuckin' Priscilla tonight",Verse 6,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Flyin' down Sunset, smokin' crack",Verse 6,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Transvestite in the front, Eddie Murphy in the back",Verse 6,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
M.O.P. had me grimy and gritty,Verse 6,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Marilyn Manson – I dyed my hair blue, and grew some titties",Verse 6,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
Ludacris told me to throw them bows,Verse 6,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
Now I'm in the hospital with a broken nose and a fractured elbow,Verse 6,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Voices in my head, I'm goin' in shock",Verse 6,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"I'm reachin' for the Glock, but the music stops",Verse 6,Bizarre,When the Music Stops,Eminem,https://genius.com/Eminem-when-the-music-stops-lyrics,The Eminem Show,16,2002-05-26
"Heh, so I'm out the game, huh? (Huh, huh)",Intro,Eminem & Dr. Dre,Say What You Say,Eminem,https://genius.com/Eminem-say-what-you-say-lyrics,The Eminem Show,17,2002-05-26
"Yo, Dre, we ridin'?",Intro,Eminem & Dr. Dre,Say What You Say,Eminem,https://genius.com/Eminem-say-what-you-say-lyrics,The Eminem Show,17,2002-05-26
Whatever (Ha-ha),Intro,Eminem & Dr. Dre,Say What You Say,Eminem,https://genius.com/Eminem-say-what-you-say-lyrics,The Eminem Show,17,2002-05-26
"Well, I'm wit' ya, homie",Intro,Eminem & Dr. Dre,Say What You Say,Eminem,https://genius.com/Eminem-say-what-you-say-lyrics,The Eminem Show,17,2002-05-26
"Okay, let's handle the small shit",Intro,Eminem & Dr. Dre,Say What You Say,Eminem,https://genius.com/Eminem-say-what-you-say-lyrics,The Eminem Show,17,2002-05-26
"I was born to brew up storms, stir up shit",Verse 1,Eminem & Dr. Dre,Say What You Say,Eminem,https://genius.com/Eminem-say-what-you-say-lyrics,The Eminem Show,17,2002-05-26
"Kick up dust, cuss 'til I slur up spit",Verse 1,Eminem & Dr. Dre,Say What You Say,Eminem,https://genius.com/Eminem-say-what-you-say-lyrics,The Eminem Show,17,2002-05-26
"Grew up too quick, went through too much, knew too much shit",Verse 1,Eminem & Dr. Dre,Say What You Say,Eminem,https://genius.com/Eminem-say-what-you-say-lyrics,The Eminem Show,17,2002-05-26
